InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536975,22847,BREAD BIN DINER STYLE IVORY,2,12/3/2010 14:04,16.95,14911.0,EIRE
536975,22848,BREAD BIN DINER STYLE PINK,2,12/3/2010 14:04,16.95,14911.0,EIRE
536975,22849,BREAD BIN DINER STYLE MINT,2,12/3/2010 14:04,16.95,14911.0,EIRE
536975,22946,WOODEN ADVENT CALENDAR CREAM,2,12/3/2010 14:04,16.95,14911.0,EIRE
536975,22947,WOODEN ADVENT CALENDAR RED,2,12/3/2010 14:04,16.95,14911.0,EIRE
536975,22560,TRADITIONAL MODELLING CLAY,24,12/3/2010 14:04,1.25,14911.0,EIRE
536975,21912,VINTAGE SNAKES & LADDERS,4,12/3/2010 14:04,3.75,14911.0,EIRE
536975,22549,PICTURE DOMINOES,12,12/3/2010 14:04,1.45,14911.0,EIRE
536975,21914,BLUE HARMONICA IN BOX ,12,12/3/2010 14:04,1.25,14911.0,EIRE
536975,21888,BINGO SET,4,12/3/2010 14:04,3.75,14911.0,EIRE
536975,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,12/3/2010 14:04,4.95,14911.0,EIRE
536975,21064,BOOM BOX SPEAKER BOYS,6,12/3/2010 14:04,5.95,14911.0,EIRE
536975,84558A,3D DOG PICTURE PLAYING CARDS,6,12/3/2010 14:04,2.95,14911.0,EIRE
536975,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,12/3/2010 14:04,0.85,14911.0,EIRE
536975,22299,PIG KEYRING WITH LIGHT & SOUND ,24,12/3/2010 14:04,1.25,14911.0,EIRE
536975,22180,RETROSPOT LAMP,4,12/3/2010 14:04,9.95,14911.0,EIRE
536975,84849B,FAIRY SOAP SOAP HOLDER,12,12/3/2010 14:04,1.69,14911.0,EIRE
536975,84849A,HELLO SAILOR BLUE SOAP HOLDER,12,12/3/2010 14:04,1.69,14911.0,EIRE
536975,20966,SANDWICH BATH SPONGE,10,12/3/2010 14:04,1.25,14911.0,EIRE
536975,20961,STRAWBERRY BATH SPONGE ,10,12/3/2010 14:04,1.25,14911.0,EIRE
536975,22863,SOAP DISH BROCANTE,6,12/3/2010 14:04,2.95,14911.0,EIRE
536975,22423,REGENCY CAKESTAND 3 TIER,4,12/3/2010 14:04,12.75,14911.0,EIRE
536975,22304,COFFEE MUG BLUE PAISLEY DESIGN,6,12/3/2010 14:04,2.55,14911.0,EIRE
536975,22837,HOT WATER BOTTLE BABUSHKA ,8,12/3/2010 14:04,4.65,14911.0,EIRE
536975,22941,CHRISTMAS LIGHTS 10 REINDEER,12,12/3/2010 14:04,8.5,14911.0,EIRE
536975,22942,CHRISTMAS LIGHTS 10 SANTAS ,10,12/3/2010 14:04,8.5,14911.0,EIRE
536975,22816,CARD MOTORBIKE SANTA,24,12/3/2010 14:04,0.42,14911.0,EIRE
536975,22121,NOEL WOODEN BLOCK LETTERS ,12,12/3/2010 14:04,5.45,14911.0,EIRE
536975,79321,CHILLI LIGHTS,4,12/3/2010 14:04,4.95,14911.0,EIRE
536975,22704,WRAP RED APPLES ,25,12/3/2010 14:04,0.42,14911.0,EIRE
536975,22705,WRAP GREEN PEARS ,25,12/3/2010 14:04,0.42,14911.0,EIRE
536975,22748,POPPY'S PLAYHOUSE KITCHEN,6,12/3/2010 14:04,2.1,14911.0,EIRE
536975,22745,POPPY'S PLAYHOUSE BEDROOM ,6,12/3/2010 14:04,2.1,14911.0,EIRE
536975,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,12/3/2010 14:04,2.1,14911.0,EIRE
536975,22747,POPPY'S PLAYHOUSE BATHROOM,6,12/3/2010 14:04,2.1,14911.0,EIRE
536975,22592,CARDHOLDER HOLLY WREATH METAL,4,12/3/2010 14:04,3.75,14911.0,EIRE
536975,21165,BEWARE OF THE CAT METAL SIGN ,12,12/3/2010 14:04,1.69,14911.0,EIRE
536975,21179,NO JUNK MAIL METAL SIGN,12,12/3/2010 14:04,1.25,14911.0,EIRE
536975,21164,HOME SWEET HOME METAL SIGN ,6,12/3/2010 14:04,2.95,14911.0,EIRE
536975,21484,CHICK GREY HOT WATER BOTTLE,4,12/3/2010 14:04,3.45,14911.0,EIRE
536975,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,12/3/2010 14:04,3.95,14911.0,EIRE
536975,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,12/3/2010 14:04,4.25,14911.0,EIRE
536975,22113,GREY HEART HOT WATER BOTTLE,8,12/3/2010 14:04,3.75,14911.0,EIRE
536975,22112,CHOCOLATE HOT WATER BOTTLE,9,12/3/2010 14:04,4.95,14911.0,EIRE
536975,84559A,3D SHEET OF DOG STICKERS,12,12/3/2010 14:04,0.85,14911.0,EIRE
536975,84559B,3D SHEET OF CAT STICKERS,12,12/3/2010 14:04,0.85,14911.0,EIRE
536975,20981,12 PENCILS TALL TUBE WOODLAND,12,12/3/2010 14:04,0.85,14911.0,EIRE
536975,20982,12 PENCILS TALL TUBE SKULLS,12,12/3/2010 14:04,0.85,14911.0,EIRE
537368,20749,ASSORTED COLOUR MINI CASES,4,12/6/2010 12:40,7.95,14911.0,EIRE
537368,20750,RED RETROSPOT MINI CASES,4,12/6/2010 12:40,7.95,14911.0,EIRE
537368,22776,SWEETHEART CAKESTAND 3 TIER,2,12/6/2010 12:40,9.95,14911.0,EIRE
537368,82494L,WOODEN FRAME ANTIQUE WHITE ,6,12/6/2010 12:40,2.95,14911.0,EIRE
537368,22147,FELTCRAFT BUTTERFLY HEARTS,12,12/6/2010 12:40,1.45,14911.0,EIRE
537368,22150,3 STRIPEY MICE FELTCRAFT,6,12/6/2010 12:40,1.95,14911.0,EIRE
537368,22569,FELTCRAFT CUSHION BUTTERFLY,8,12/6/2010 12:40,3.75,14911.0,EIRE
537368,22570,FELTCRAFT CUSHION RABBIT,8,12/6/2010 12:40,3.75,14911.0,EIRE
537368,22568,FELTCRAFT CUSHION OWL,4,12/6/2010 12:40,3.75,14911.0,EIRE
537368,22210,WOOD STAMP SET BEST WISHES,12,12/6/2010 12:40,1.65,14911.0,EIRE
537368,22189,CREAM HEART CARD HOLDER,8,12/6/2010 12:40,3.95,14911.0,EIRE
537368,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,24,12/6/2010 12:40,1.25,14911.0,EIRE
537368,84375,SET OF 20 KIDS COOKIE CUTTERS,12,12/6/2010 12:40,2.1,14911.0,EIRE
537368,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,12/6/2010 12:40,0.65,14911.0,EIRE
537368,C2,CARRIAGE,1,12/6/2010 12:40,50.0,14911.0,EIRE
537378,22697,GREEN REGENCY TEACUP AND SAUCER,12,12/6/2010 13:06,2.95,14911.0,EIRE
537378,22423,REGENCY CAKESTAND 3 TIER,12,12/6/2010 13:06,12.75,14911.0,EIRE
537378,21363,HOME SMALL WOOD LETTERS,3,12/6/2010 13:06,4.95,14911.0,EIRE
537378,22339,CHRISTMAS TREE PAINTED ZINC ,24,12/6/2010 13:06,0.65,14911.0,EIRE
537378,22338,STAR DECORATION PAINTED ZINC ,24,12/6/2010 13:06,0.65,14911.0,EIRE
537378,22336,DOVE DECORATION PAINTED ZINC ,24,12/6/2010 13:06,0.65,14911.0,EIRE
537378,22571,ROCKING HORSE RED CHRISTMAS ,36,12/6/2010 13:06,0.85,14911.0,EIRE
537378,22595,CHRISTMAS GINGHAM HEART,36,12/6/2010 13:06,0.85,14911.0,EIRE
537378,22594,CHRISTMAS GINGHAM TREE,36,12/6/2010 13:06,0.85,14911.0,EIRE
537378,22593,CHRISTMAS GINGHAM STAR,36,12/6/2010 13:06,0.85,14911.0,EIRE
537378,22576,SWALLOW WOODEN CHRISTMAS DECORATION,36,12/6/2010 13:06,0.85,14911.0,EIRE
537378,22574,HEART WOODEN CHRISTMAS DECORATION,36,12/6/2010 13:06,0.85,14911.0,EIRE
537378,22573,STAR WOODEN CHRISTMAS DECORATION,36,12/6/2010 13:06,0.85,14911.0,EIRE
537378,22082,RIBBON REEL STRIPES DESIGN ,20,12/6/2010 13:06,1.65,14911.0,EIRE
537378,21754,HOME BUILDING BLOCK WORD,8,12/6/2010 13:06,5.95,14911.0,EIRE
537378,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,72,12/6/2010 13:06,0.85,14911.0,EIRE
537378,22119,PEACE WOODEN BLOCK LETTERS,6,12/6/2010 13:06,6.95,14911.0,EIRE
537378,22627,MINT KITCHEN SCALES,6,12/6/2010 13:06,8.5,14911.0,EIRE
537378,22699,ROSES REGENCY TEACUP AND SAUCER ,12,12/6/2010 13:06,2.95,14911.0,EIRE
537378,C2,CARRIAGE,1,12/6/2010 13:06,50.0,14911.0,EIRE
537386,22119,PEACE WOODEN BLOCK LETTERS,3,12/6/2010 13:32,6.95,14911.0,EIRE
538009,22112,CHOCOLATE HOT WATER BOTTLE,6,12/9/2010 12:17,4.95,14911.0,EIRE
538009,22835,HOT WATER BOTTLE I AM SO POORLY,4,12/9/2010 12:17,4.65,14911.0,EIRE
538009,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,12/9/2010 12:17,3.95,14911.0,EIRE
538009,22769,CHALKBOARD KITCHEN ORGANISER,4,12/9/2010 12:17,21.95,14911.0,EIRE
538009,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,12/9/2010 12:17,7.95,14911.0,EIRE
538009,48188,DOORMAT WELCOME PUPPIES,2,12/9/2010 12:17,7.95,14911.0,EIRE
538009,22788,BROCANTE COAT RACK,2,12/9/2010 12:17,9.95,14911.0,EIRE
538009,21181,PLEASE ONE PERSON METAL SIGN,12,12/9/2010 12:17,2.1,14911.0,EIRE
538009,21843,RED RETROSPOT CAKE STAND,6,12/9/2010 12:17,10.95,14911.0,EIRE
538009,22423,REGENCY CAKESTAND 3 TIER,16,12/9/2010 12:17,10.95,14911.0,EIRE
538009,22283,6 EGG HOUSE PAINTED WOOD,2,12/9/2010 12:17,7.95,14911.0,EIRE
538009,21469,POLKA DOT RAFFIA FOOD COVER,6,12/9/2010 12:17,3.75,14911.0,EIRE
538009,22846,BREAD BIN DINER STYLE RED ,2,12/9/2010 12:17,16.95,14911.0,EIRE
538009,21155,RED RETROSPOT PEG BAG,6,12/9/2010 12:17,2.1,14911.0,EIRE
538009,20754,RETROSPOT RED WASHING UP GLOVES,6,12/9/2010 12:17,2.1,14911.0,EIRE
538009,20751,FUNKY WASHING UP GLOVES ASSORTED,12,12/9/2010 12:17,2.1,14911.0,EIRE
538009,20752,BLUE POLKADOT WASHING UP GLOVES,6,12/9/2010 12:17,2.1,14911.0,EIRE
538009,21041,RED RETROSPOT OVEN GLOVE DOUBLE,6,12/9/2010 12:17,2.95,14911.0,EIRE
538009,21212,PACK OF 72 RETROSPOT CAKE CASES,24,12/9/2010 12:17,0.55,14911.0,EIRE
538009,84991,60 TEATIME FAIRY CAKE CASES,24,12/9/2010 12:17,0.55,14911.0,EIRE
538009,22966,GINGERBREAD MAN COOKIE CUTTER,12,12/9/2010 12:17,1.25,14911.0,EIRE
538009,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,12/9/2010 12:17,1.25,14911.0,EIRE
538009,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,12/9/2010 12:17,2.95,14911.0,EIRE
538009,21156,RETROSPOT CHILDRENS APRON,8,12/9/2010 12:17,1.95,14911.0,EIRE
538009,21733,RED HANGING HEART T-LIGHT HOLDER,18,12/9/2010 12:17,2.95,14911.0,EIRE
538009,22804,CANDLEHOLDER PINK HANGING HEART,18,12/9/2010 12:17,2.95,14911.0,EIRE
538009,22795,SWEETHEART RECIPE BOOK STAND,2,12/9/2010 12:17,6.75,14911.0,EIRE
538009,21754,HOME BUILDING BLOCK WORD,3,12/9/2010 12:17,5.95,14911.0,EIRE
538009,22840,ROUND CAKE TIN VINTAGE RED,2,12/9/2010 12:17,7.95,14911.0,EIRE
538009,22842,BISCUIT TIN VINTAGE RED,2,12/9/2010 12:17,6.75,14911.0,EIRE
538009,22197,SMALL POPCORN HOLDER,36,12/9/2010 12:17,0.85,14911.0,EIRE
538009,22198,LARGE POPCORN HOLDER ,12,12/9/2010 12:17,1.65,14911.0,EIRE
538255,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,12/10/2010 12:33,0.85,14911.0,EIRE
538255,21042,RED RETROSPOT APRON ,3,12/10/2010 12:33,5.95,14911.0,EIRE
538255,47567B,TEA TIME KITCHEN APRON,12,12/10/2010 12:33,5.95,14911.0,EIRE
538255,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,12/10/2010 12:33,1.95,14911.0,EIRE
538255,20725,LUNCH BAG RED RETROSPOT,10,12/10/2010 12:33,1.65,14911.0,EIRE
538255,21527,RED RETROSPOT TRADITIONAL TEAPOT ,2,12/10/2010 12:33,7.95,14911.0,EIRE
538255,21531,RED RETROSPOT SUGAR JAM BOWL,6,12/10/2010 12:33,2.55,14911.0,EIRE
538255,21539,RED RETROSPOT BUTTER DISH,3,12/10/2010 12:33,4.95,14911.0,EIRE
538255,21537,RED RETROSPOT PUDDING BOWL,4,12/10/2010 12:33,4.25,14911.0,EIRE
538255,22072,RED RETROSPOT TEA CUP AND SAUCER ,4,12/10/2010 12:33,3.75,14911.0,EIRE
538255,22348,TEA BAG PLATE RED RETROSPOT,12,12/10/2010 12:33,0.85,14911.0,EIRE
538255,17091J,VANILLA INCENSE IN TIN,6,12/10/2010 12:33,1.25,14911.0,EIRE
538255,17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,6,12/10/2010 12:33,2.55,14911.0,EIRE
538255,17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,6,12/10/2010 12:33,2.55,14911.0,EIRE
538255,17012E,ORIGAMI OPIUM INCENSE/CANDLE SET ,6,12/10/2010 12:33,2.55,14911.0,EIRE
538255,17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,12,12/10/2010 12:33,2.55,14911.0,EIRE
538255,21533,RETROSPOT LARGE MILK JUG,6,12/10/2010 12:33,4.95,14911.0,EIRE
538255,21181,PLEASE ONE PERSON METAL SIGN,12,12/10/2010 12:33,2.1,14911.0,EIRE
538255,15056BL,EDWARDIAN PARASOL BLACK,3,12/10/2010 12:33,5.95,14911.0,EIRE
538255,20679,EDWARDIAN PARASOL RED,3,12/10/2010 12:33,5.95,14911.0,EIRE
538255,21524,DOORMAT SPOTTY HOME SWEET HOME,2,12/10/2010 12:33,7.95,14911.0,EIRE
538255,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,12/10/2010 12:33,7.95,14911.0,EIRE
538255,48187,DOORMAT NEW ENGLAND,2,12/10/2010 12:33,7.95,14911.0,EIRE
538255,22423,REGENCY CAKESTAND 3 TIER,6,12/10/2010 12:33,12.75,14911.0,EIRE
538255,22367,CHILDRENS APRON SPACEBOY DESIGN,8,12/10/2010 12:33,1.95,14911.0,EIRE
538255,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,12/10/2010 12:33,1.95,14911.0,EIRE
538255,21974,SET OF 36 PAISLEY FLOWER DOILIES,24,12/10/2010 12:33,1.45,14911.0,EIRE
538255,47570B,TEA TIME TABLE CLOTH,6,12/10/2010 12:33,10.65,14911.0,EIRE
538255,22624,IVORY KITCHEN SCALES,2,12/10/2010 12:33,8.5,14911.0,EIRE
538255,22625,RED KITCHEN SCALES,2,12/10/2010 12:33,8.5,14911.0,EIRE
538255,85008,SET OF 3 CONEY ISLAND OVAL BOXES,3,12/10/2010 12:33,4.95,14911.0,EIRE
538255,22795,SWEETHEART RECIPE BOOK STAND,6,12/10/2010 12:33,6.75,14911.0,EIRE
538255,22798,ANTIQUE GLASS DRESSING TABLE POT,8,12/10/2010 12:33,2.95,14911.0,EIRE
538255,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,12/10/2010 12:33,3.75,14911.0,EIRE
538255,22801,ANTIQUE GLASS PEDESTAL BOWL,4,12/10/2010 12:33,3.75,14911.0,EIRE
538255,22796,PHOTO FRAME 3 CLASSIC HANGING,4,12/10/2010 12:33,9.95,14911.0,EIRE
538255,37501,TEA TIME TEA SET IN GIFT BOX,3,12/10/2010 12:33,6.95,14911.0,EIRE
538255,22794,SWEETHEART WIRE MAGAZINE RACK,2,12/10/2010 12:33,7.95,14911.0,EIRE
538255,21257,VICTORIAN SEWING BOX MEDIUM,2,12/10/2010 12:33,7.95,14911.0,EIRE
538255,21258,VICTORIAN SEWING BOX LARGE,1,12/10/2010 12:33,12.75,14911.0,EIRE
538255,84987,SET OF 36 TEATIME PAPER DOILIES,12,12/10/2010 12:33,1.45,14911.0,EIRE
538255,21166,COOK WITH WINE METAL SIGN ,12,12/10/2010 12:33,1.95,14911.0,EIRE
538255,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,12/10/2010 12:33,2.95,14911.0,EIRE
538255,84683,CLASSICAL ROSE CANDLESTAND,48,12/10/2010 12:33,0.65,14911.0,EIRE
538255,71279,PINK GLASS CANDLEHOLDER,6,12/10/2010 12:33,2.95,14911.0,EIRE
538255,84609,TALL ROCOCO CANDLE HOLDER,4,12/10/2010 12:33,8.5,14911.0,EIRE
538255,22371,AIRLINE BAG VINTAGE TOKYO 78,4,12/10/2010 12:33,4.25,14911.0,EIRE
538255,22374,AIRLINE BAG VINTAGE JET SET RED,4,12/10/2010 12:33,4.25,14911.0,EIRE
538255,21588,RETROSPOT GIANT TUBE MATCHES,12,12/10/2010 12:33,2.55,14911.0,EIRE
538255,70006,LOVE HEART POCKET WARMER,12,12/10/2010 12:33,1.65,14911.0,EIRE
538255,10002,INFLATABLE POLITICAL GLOBE ,12,12/10/2010 12:33,0.85,14911.0,EIRE
C539221,90185B,AMETHYST DIAMANTE EXPANDABLE RING,-3,12/16/2010 12:56,4.25,14911.0,EIRE
C539221,90185C,BLACK DIAMANTE EXPANDABLE RING,-4,12/16/2010 12:56,4.25,14911.0,EIRE
C539221,22592,CARDHOLDER HOLLY WREATH METAL,-1,12/16/2010 12:56,3.75,14911.0,EIRE
C539221,22941,CHRISTMAS LIGHTS 10 REINDEER,-12,12/16/2010 12:56,8.5,14911.0,EIRE
C539221,22942,CHRISTMAS LIGHTS 10 SANTAS ,-10,12/16/2010 12:56,8.5,14911.0,EIRE
539320,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,24,12/16/2010 19:16,2.95,14911.0,EIRE
539320,72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,24,12/16/2010 19:16,1.25,14911.0,EIRE
539320,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,24,12/16/2010 19:16,1.25,14911.0,EIRE
539320,72818,CHRISTMAS DECOUPAGE CANDLE,36,12/16/2010 19:16,0.72,14911.0,EIRE
539320,22795,SWEETHEART RECIPE BOOK STAND,10,12/16/2010 19:16,6.75,14911.0,EIRE
539320,15056BL,EDWARDIAN PARASOL BLACK,6,12/16/2010 19:16,5.95,14911.0,EIRE
539320,15056N,EDWARDIAN PARASOL NATURAL,6,12/16/2010 19:16,5.95,14911.0,EIRE
539320,20679,EDWARDIAN PARASOL RED,6,12/16/2010 19:16,5.95,14911.0,EIRE
539320,15056P,EDWARDIAN PARASOL PINK,6,12/16/2010 19:16,5.95,14911.0,EIRE
539320,21411,GINGHAM HEART  DOORSTOP RED,6,12/16/2010 19:16,4.25,14911.0,EIRE
539320,22939,APRON APPLE DELIGHT,12,12/16/2010 19:16,4.95,14911.0,EIRE
539320,22897,OVEN MITT APPLES DESIGN,10,12/16/2010 19:16,1.45,14911.0,EIRE
539320,47559B,TEA TIME OVEN GLOVE,20,12/16/2010 19:16,1.25,14911.0,EIRE
539320,22896,PEG BAG APPLES DESIGN,12,12/16/2010 19:16,2.55,14911.0,EIRE
539320,21155,RED RETROSPOT PEG BAG,12,12/16/2010 19:16,2.1,14911.0,EIRE
539320,35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,96,12/16/2010 19:16,0.19,14911.0,EIRE
539320,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,12/16/2010 19:16,2.95,14911.0,EIRE
539320,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,24,12/16/2010 19:16,2.95,14911.0,EIRE
539473,72802C,VANILLA SCENT CANDLE JEWELLED BOX,6,12/19/2010 14:24,4.25,14911.0,EIRE
539473,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,6,12/19/2010 14:24,4.25,14911.0,EIRE
539473,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,8,12/19/2010 14:24,4.25,14911.0,EIRE
539473,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,8,12/19/2010 14:24,4.25,14911.0,EIRE
539473,85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,4,12/19/2010 14:24,4.25,14911.0,EIRE
539473,22189,CREAM HEART CARD HOLDER,8,12/19/2010 14:24,3.95,14911.0,EIRE
539473,22147,FELTCRAFT BUTTERFLY HEARTS,12,12/19/2010 14:24,1.45,14911.0,EIRE
539473,22150,3 STRIPEY MICE FELTCRAFT,6,12/19/2010 14:24,1.95,14911.0,EIRE
539473,22569,FELTCRAFT CUSHION BUTTERFLY,4,12/19/2010 14:24,3.75,14911.0,EIRE
539473,22570,FELTCRAFT CUSHION RABBIT,4,12/19/2010 14:24,3.75,14911.0,EIRE
539473,22423,REGENCY CAKESTAND 3 TIER,2,12/19/2010 14:24,12.75,14911.0,EIRE
539473,84992,72 SWEETHEART FAIRY CAKE CASES,24,12/19/2010 14:24,0.55,14911.0,EIRE
539473,48188,DOORMAT WELCOME PUPPIES,2,12/19/2010 14:24,7.95,14911.0,EIRE
539473,22563,HAPPY STENCIL CRAFT,24,12/19/2010 14:24,1.25,14911.0,EIRE
539473,85049E,SCANDINAVIAN REDS RIBBONS,12,12/19/2010 14:24,1.25,14911.0,EIRE
539473,22077,6 RIBBONS RUSTIC CHARM,12,12/19/2010 14:24,1.65,14911.0,EIRE
539473,85049C,ROMANTIC PINKS RIBBONS ,12,12/19/2010 14:24,1.25,14911.0,EIRE
539473,C2,CARRIAGE,1,12/19/2010 14:24,50.0,14911.0,EIRE
C539576,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-24,12/20/2010 12:25,2.95,14911.0,EIRE
C539576,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,-24,12/20/2010 12:25,2.95,14911.0,EIRE
C539576,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,-24,12/20/2010 12:25,2.95,14911.0,EIRE
C539576,72818,CHRISTMAS DECOUPAGE CANDLE,-36,12/20/2010 12:25,0.72,14911.0,EIRE
C539576,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,-24,12/20/2010 12:25,1.25,14911.0,EIRE
